Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
559632,1830,0.5,91.5,0.45,1320,0.95,0.1,128,1.68,0.03,20,0.36,1.6,120,94,0.06,POINT (-6.4234146503248 54.8542810870852),5.41,13.3,Silt
559633,1400,0.5,60.9,0.59,1670,0.53,0.17,166,0.93,0.03,97.9,0.5,5.2,70.9,76,0.46,POINT (-6.6699507576156645 54.836857858247804),4.96,11.7,Silt
559634,1740,1,68.4,0.75,680,1.54,0.05,56,0.48,0.02,21.5,0.51,7.5,49.2,38,0.15,POINT (-6.5019403804498275 54.86396282824766),5.41,39.42,Silt
559635,540,0.5,19.1,0.47,585,0.25,0.14,44,0.47,0.01,19.8,0.14,3.4,29.8,52,0.04,POINT (-6.545787626193074 54.76299744897418),4.53,10.46,Clay
559636,1200,0.5,82.1,0.5,784,0.45,0.07,73,0.7,0.02,23.9,0.35,3.4,49.5,46,0.09,POINT (-6.551315880985682 54.748285221259),5.05,12.74,Silt
559637,760,0.5,32.1,0.38,738,0.16,0.16,46,0.36,0.02,10.6,0.19,3.7,18.9,23,0.04,POINT (-6.6659971503858575 54.81705058004669),4.76,5.05,Clay
559638,2040,0.5,106,0.55,1410,0.72,0.22,98,1.64,0.03,42.9,0.41,3,109,71,0.11,POINT (-6.304451631696983 54.89201876914025),5.16,19.09,Silt
559639,1310,0.5,78.1,0.37,716,0.46,0.04,76,0.86,0.02,31.4,0.29,1.4,87,116,0.1,POINT (-6.405422917438152 54.8974471540506),4.57,15.18,Clay
559640,540,0.5,21.1,0.21,295,0.38,0.06,29,0.17,0.005,13.9,0.17,1.2,11.8,16,0.06,POINT (-6.636608304731635 54.81573571586326),4.84,15.78,Clay
559641,1210,0.5,91.5,0.27,1280,0.8,0.04,95,1.82,0.03,15.5,0.37,1.2,103,63,0.07,POINT (-6.425799004051696 54.81425283765246),4.99,13.49,Silt
559642,1510,0.5,62.7,0.47,917,0.46,0.05,59,0.6,0.005,23.6,0.36,2.8,42.9,44,0.09,POINT (-6.644143333636471 54.78119715440904),5.06,12.78,Silt
559643,640,0.5,24.9,0.33,402,0.41,0.11,52,0.52,0.01,36.2,0.22,2.7,31.6,53,0.07,POINT (-6.473423048069163 54.76827992927446),4.74,9.19,Clay
559645,1960,0.5,82.2,0.5,1340,0.74,0.15,126,1.65,0.03,41.6,0.38,1.3,91.4,48,0.07,POINT (-6.4319387658621405 54.84207461250667),4.94,22.06,Silt
559646,960,0.5,86.5,0.38,766,0.5,0.05,65,1.04,0.02,18.4,0.25,2.2,57.8,49,0.08,POINT (-6.4849525904194305 54.8164882327403),4.85,15.26,Clay
559647,950,0.5,43.5,0.51,515,0.24,0.12,75,0.53,0.01,23.6,0.31,5.9,27.4,53,0.09,POINT (-6.5323136743210055 54.76826134718088),4.63,11.73,Clay
559648,1650,1,124,0.39,689,1.06,0.03,80,0.87,0.03,23.1,0.56,1.6,101,122,0.17,POINT (-6.446416252253015 54.866768700293534),5.05,27.25,Silt
559649,1030,0.5,58.8,0.42,809,0.65,0.07,65,0.65,0.02,22.9,0.24,1.8,43.6,36,0.13,POINT (-6.4898868380817145 54.800989731999834),6.06,10.6,Loam
559650,1170,0.5,25.8,0.28,529,0.74,0.09,90,0.63,0.02,18.8,0.28,1.3,63.6,94,0.06,POINT (-6.465639954488561 54.88022831295072),5.51,16.64,Silt
559651,980,0.5,35.9,0.41,1250,0.3,0.14,89,0.73,0.01,21.4,0.29,7.4,39,48,0.06,POINT (-6.609556268998078 54.79807225094258),4.7,9.54,Clay
559652,680,0.5,62.7,0.38,1040,0.78,0.05,298,1.41,0.02,11.1,0.25,1.7,91.9,99,0.05,POINT (-6.594619430936793 54.8279056643211),5.5,12.88,Silt
559654,940,0.5,49.9,0.37,420,0.76,0.05,56,0.92,0.05,18,0.22,1,74.3,71,0.08,POINT (-6.467327170889777 54.86000016371488),4.81,21.17,Clay
559655,730,0.5,78.3,0.33,1050,0.24,0.04,47,0.4,0.01,14.7,0.16,1.4,35.4,35,0.06,POINT (-6.486194418820647 54.84898919834322),4.75,9.82,Clay
559656,1050,0.5,110,0.64,1070,0.51,0.04,81,0.92,0.02,32.7,0.33,3.4,70,57,0.15,POINT (-6.613096876472829 54.765969052469956),5.06,15.11,Silt
559657,1240,1,30.8,0.41,331,2.28,0.04,32,0.12,0.01,28.6,0.56,0.7,18.8,30,0.17,POINT (-6.449996890166485 54.81322577965898),4.93,79.99,Silt
559658,880,0.5,57,0.42,1020,0.6,0.09,108,1.08,0.02,28.8,0.26,1.4,71.3,69,0.16,POINT (-6.574847680402148 54.77957617157983),5.36,10.56,Silt
559659,670,0.5,65.9,0.38,1180,0.61,0.05,74,1.01,0.02,39.5,0.22,2,63.5,63,0.08,POINT (-6.562157908860918 54.77276940375336),5.27,9.2,Silt
559660,850,0.5,76.5,0.32,1090,0.83,0.1,67,1.78,0.05,11,0.33,2,112,104,0.05,POINT (-6.609296750156399 54.83595341235328),5.35,11.66,Silt
559661,220,0.5,9.5,0.09,28,0.12,0.07,13,0.17,0.005,18.8,0.07,0.05,13.1,15,0.02,POINT (-6.665158752072331 54.80332338777581),4.03,16.31,Clay
559663,1510,2,136,0.61,532,1.61,0.07,80,0.78,0.06,19.6,0.78,2.8,99.9,72,0.16,POINT (-6.373608219667118 54.89278490293172),5.34,37.37,Silt
559664,760,0.5,48.3,0.44,975,0.29,0.12,48,0.47,0.005,19.5,0.22,3.2,31,50,0.07,POINT (-6.66689911043428 54.781638068292146),5.41,5.92,Silt
559665,1700,2,83.2,1.54,471,0.63,0.06,77,0.26,0.02,35.3,0.45,22.4,25.3,28,0.18,POINT (-6.544115140231501 54.78404442744847),4.95,32.05,Silt
559666,1120,0.5,101,0.37,1300,0.56,0.03,90,1.52,0.02,17.2,0.34,2.4,115,114,0.11,POINT (-6.343659435100938 54.89257779505082),4.93,14.18,Silt
559667,620,1,27.7,0.48,63,0.21,0.04,24,0.09,0.005,43.4,0.29,0.6,15.6,27,0.13,POINT (-6.467867972629107 54.824790396834786),3.28,58.02,Clay
559668,1270,1,78.6,0.52,326,0.7,0.06,45,0.3,0.01,22.5,0.6,2.7,36,58,0.2,POINT (-6.530398128444233 54.75037824562405),4.76,30.05,Clay
559669,660,0.5,32,0.37,722,0.62,0.12,59,0.92,0.06,31.5,0.19,2.3,53.6,43,0.05,POINT (-6.463343633834452 54.80912821208652),4.55,11.51,Clay
559670,1950,0.5,113,0.86,1540,0.66,0.08,141,1.64,0.04,41.3,0.43,2.5,114,75,0.11,POINT (-6.259342013350134 54.88629561047959),4.87,18.9,Clay
559671,1230,2,64.2,0.41,57,0.39,0.1,31,0.2,0.02,26.6,0.45,2.5,24.3,45,0.15,POINT (-6.483108960503319 54.867726782814614),4.13,36.96,Clay
559672,770,0.5,61.9,0.33,746,0.39,0.04,66,1,0.01,13,0.32,1.6,73.1,84,0.06,POINT (-6.576263180807382 54.83658554923808),4.7,15.33,Clay
559673,1140,0.5,86.1,0.52,1050,0.5,0.08,92,1.07,0.01,24.8,0.28,2.4,59.7,50,0.08,POINT (-6.566637570206013 54.75639106689962),4.92,15.09,Silt
559674,1590,0.5,96.8,0.61,1410,0.44,0.05,91,1.67,0.03,20,0.3,2.3,110,84,0.09,POINT (-6.284479134815619 54.89363391470127),4.31,16.91,Clay
559676,1150,0.5,83.4,0.47,1020,0.51,0.12,69,1.25,0.01,14.1,0.25,1.8,89.2,91,0.06,POINT (-6.635672606575188 54.83425841741469),5.0,11.02,Silt
559677,1300,0.5,105,0.4,1430,0.69,0.07,93,1.31,0.02,19.1,0.36,2.9,91.2,101,0.12,POINT (-6.579086849098086 54.74156160217505),5.09,12.6,Silt
559678,770,0.5,16.1,0.35,229,0.35,0.07,26,0.17,0.005,14.6,0.22,3.7,14.1,21,0.06,POINT (-6.514081406644284 54.77817309400623),4.68,12.78,Clay
559679,680,0.5,47,0.29,443,0.34,0.08,39,0.37,0.02,16.4,0.18,1.5,28.4,35,0.07,POINT (-6.496286434489654 54.84262834845192),4.81,9.02,Clay
559680,1370,0.5,95.3,0.47,764,1.03,0.09,66,0.67,0.02,21.9,0.34,3.4,46.9,50,0.12,POINT (-6.57741215677811 54.80126609670094),5.25,30.01,Silt
559681,2030,0.5,98.2,0.47,1350,0.54,0.12,104,1.07,0.02,21,0.42,2.5,87,82,0.1,POINT (-6.362600453773471 54.88288944370487),5.19,19.1,Silt
559682,720,0.5,37.4,0.27,501,0.46,0.05,38,0.62,0.02,13.5,0.17,2.6,46,61,0.07,POINT (-6.619926594337061 54.78852422256461),4.84,9.45,Clay
559683,420,0.5,8.1,0.31,179,0.58,0.06,18,0.17,0.005,14.5,0.15,1.6,11.3,14,0.06,POINT (-6.660536493353255 54.808599728820845),4.67,29.9,Clay
559684,980,0.5,111,0.58,777,0.74,0.08,92,1.54,0.03,20.8,0.27,0.7,133,94,0.16,POINT (-6.326007868005003 54.887502399706115),4.87,32.41,Clay
559685,1060,0.5,80.1,0.42,1220,0.87,0.05,90,1.5,0.03,23,0.33,1.8,95.3,70,0.08,POINT (-6.4239175762323875 54.795056685050234),4.92,12.82,Silt
559686,640,0.5,19.2,0.41,344,0.23,0.05,24,0.2,0.01,19.2,0.21,2.4,13.7,30,0.07,POINT (-6.482993787772665 54.76415064991106),4.69,10.24,Clay
559688,2640,0.5,54,0.52,1210,0.59,0.12,106,1.01,0.02,33.4,0.36,2.6,111,105,0.09,POINT (-6.451998274876392 54.85402008527495),4.95,26.19,Silt
559689,510,0.5,40.4,0.25,704,0.39,0.07,46,1.23,0.02,8.5,0.13,0.5,72.6,52,0.04,POINT (-6.625500947892727 54.81024715715077),5.0,8.35,Silt
559690,880,0.5,31,0.24,276,0.57,0.06,35,0.33,0.01,20.1,0.26,1.9,32.3,40,0.1,POINT (-6.637630165393472 54.76272555454836),5.28,13.89,Silt
559692,1180,0.5,59.6,0.44,882,0.29,0.08,39,0.27,0.005,14.7,0.34,5.6,23,28,0.11,POINT (-6.659680662480875 54.77149680802706),5.44,7.43,Silt
559693,1040,0.5,70,0.29,544,0.9,0.05,82,1.15,0.03,16.1,0.33,1.1,84.5,72,0.11,POINT (-6.431280199735153 54.80367788074724),5.24,19.38,Silt
559694,1210,2,111,0.65,706,1.43,0.06,78,0.75,0.03,19.7,0.38,2.9,82.2,56,0.14,POINT (-6.451123926010232 54.83214224716536),5.12,39.88,Silt
559695,1130,0.5,78.3,0.31,1530,0.65,0.06,85,1.24,0.02,12.4,0.35,1.4,77.1,63,0.08,POINT (-6.497621911187119 54.82344651387111),5.06,12.78,Silt
559697,730,0.5,27.1,0.3,443,0.21,0.07,48,0.43,0.01,20.4,0.18,1.9,31.9,44,0.07,POINT (-6.503183066826078 54.80518825744659),4.36,9.47,Clay
559698,820,0.5,65.1,0.29,1170,0.57,0.05,78,1.19,0.02,15.7,0.26,1,89.3,73,0.06,POINT (-6.556903338449536 54.80991778081493),5.01,12.73,Silt
559699,990,0.5,73.1,0.33,1140,0.43,0.05,75,0.84,0.01,18,0.25,2.3,62.5,64,0.08,POINT (-6.588214237754696 54.807671903637754),4.87,11.35,Clay
559700,900,0.5,43,0.33,1130,0.46,0.06,89,0.96,0.02,15.3,0.3,2.1,74.6,68,0.08,POINT (-6.6240243809000265 54.775436607537394),5.02,11.67,Silt
559701,310,2,2.5,0.28,78,0.49,0.01,20,0.12,0.02,5.7,0.2,0.05,4,3,0.1,POINT (-6.847074620864048 54.85032105814534),3.26,95.22,Clay
559704,1020,0.5,82.3,0.9,1360,0.66,0.04,134,1.35,0.04,72.2,0.31,2.3,106,107,0.28,POINT (-6.2825227151361425 54.854633414261976),4.82,15.72,Clay
559705,630,0.5,26.7,0.36,380,0.2,0.11,52,0.38,0.01,23.1,0.18,2.8,23.9,36,0.06,POINT (-6.516584962424429 54.797240484810615),4.6,8.32,Clay
559706,1450,0.5,81.1,0.4,1200,0.57,0.11,88,0.86,0.02,18.2,0.29,3.5,69.7,91,0.06,POINT (-6.337008952044793 54.84365896760551),5.01,13.44,Silt
559707,1030,0.5,74.3,1.29,773,0.49,0.07,121,0.82,0.04,45.5,0.39,3,91,81,0.1,POINT (-6.219532122137713 54.79987438673312),4.89,16.06,Clay
559708,990,0.5,46.6,0.59,1040,0.48,0.1,91,0.87,0.03,18.4,0.24,1.2,78.4,118,0.06,POINT (-6.253467659336459 54.80556958962568),4.76,15.83,Clay
559709,1060,0.5,34.1,0.34,1130,0.56,0.09,86,0.79,0.02,12.4,0.28,1.7,63.2,88,0.06,POINT (-6.327838770610655 54.81206184379964),5.34,12.43,Silt
559710,940,0.5,106,0.18,541,1.17,0.05,71,2.71,0.03,43.1,0.26,0.6,178,120,0.05,POINT (-6.4079576165008065 54.87903656494739),5.7,15.76,Loam
559711,450,0.5,7,0.18,127,0.22,0.09,16,0.09,0.01,17.4,0.15,0.7,8.2,16,0.06,POINT (-6.828672649130381 54.83418142663228),4.76,13.55,Clay
559712,1050,1,26.6,0.44,266,1.22,0.03,44,0.35,0.03,34.7,0.49,1,32.8,28,0.14,POINT (-6.284671525847713 54.83922912656273),4.37,73.41,Clay
559713,680,0.5,59.5,0.3,727,0.6,0.09,52,0.99,0.02,11.6,0.2,1.8,58.7,43,0.06,POINT (-6.525833365971487 54.84003515498765),4.63,21.0,Clay
559714,340,2,6.9,0.49,10,0.19,0.02,53,0.14,0.03,57.4,0.75,2.9,2.7,2,0.12,POINT (-6.873652736090363 54.862545330153736),3.11,96.61,Clay
559715,620,0.5,65.4,0.29,840,0.35,0.05,71,1.02,0.01,13,0.2,1.8,76.9,70,0.06,POINT (-6.549882635077708 54.835689273017564),4.74,13.3,Clay
559716,1280,0.5,64.5,0.4,787,0.79,0.03,74,0.87,0.03,29,0.33,1.6,71.4,87,0.09,POINT (-6.332017211997185 54.86842226477679),5.43,16.23,Silt
559717,1190,0.5,50.4,0.33,1100,0.75,0.04,84,0.95,0.02,14.2,0.24,1.2,75.7,101,0.06,POINT (-6.372366685980713 54.840859120724325),5.09,14.75,Silt
559718,1230,0.5,87.1,0.45,1300,0.8,0.09,86,1.63,0.03,38.5,0.35,2,95.4,70,0.14,POINT (-6.325510301032263 54.84990648695711),4.68,14.61,Clay
559719,1470,1,92.9,0.59,438,1.12,0.06,71,0.52,0.02,26.9,0.52,2.2,73.7,82,0.22,POINT (-6.26707252638079 54.814748864980324),4.84,41.22,Clay
559720,720,0.5,42.1,0.34,152,0.21,0.11,38,0.27,0.02,17.3,0.21,1.7,10.3,21,0.09,POINT (-6.887932138029237 54.89371413605889),4.67,10.32,Clay
559721,530,2,7.9,0.52,8,0.19,0.02,38,0.11,0.03,78.8,0.52,5.3,2.5,2,0.13,POINT (-6.880964983748112 54.8763034697743),3.1,95.92,Clay
559722,1220,0.5,38.4,0.84,772,0.97,0.13,85,0.85,0.03,34.1,0.34,1.6,59.8,64,0.09,POINT (-6.518899599755399 54.83640215481385),5.43,20.44,Silt
559723,1620,0.5,101,0.43,1630,0.53,0.04,106,1.34,0.02,15.6,0.41,2.8,91.4,78,0.07,POINT (-6.368422611340847 54.87493618505478),4.98,14.82,Silt
559724,1120,3,6.5,0.68,271,0.41,0.03,28,0.08,0.02,66.8,0.37,12.3,5.5,7,0.28,POINT (-6.861981788645896 54.875480247804234),3.56,87.11,Clay
559725,1580,0.5,74.2,0.49,703,0.71,0.05,102,1.01,0.03,36.6,0.4,5.2,77.6,80,0.18,POINT (-6.355634845914853 54.84960858505823),4.83,19.47,Clay
559726,930,0.5,75.6,0.36,567,0.67,0.04,65,1.13,0.04,21.9,0.24,0.3,124,124,0.07,POINT (-6.292884250576571 54.816884660765474),4.94,15.49,Silt
559727,340,2,32.6,0.23,253,0.26,0.03,30,0.98,0.02,10.6,0.2,0.05,94.6,94,0.09,POINT (-6.856983076993488 54.854493194193395),3.54,69.36,Clay
559728,900,0.5,77.5,0.54,1190,0.75,0.04,99,1.57,0.03,22,0.34,0.3,156,150,0.08,POINT (-6.233225807663966 54.81072092108912),5.13,13.59,Silt
559729,800,0.5,62.1,0.32,1250,0.96,0.03,89,1.07,0.02,14.9,0.25,2.1,84.6,86,0.07,POINT (-6.375829659958199 54.823629332488714),5.73,12.8,Loam
559731,2060,0.5,70.8,0.59,1000,0.68,0.11,107,0.95,0.02,21.1,0.46,1.9,73.6,95,0.07,POINT (-6.316136667167637 54.80506309756192),5.03,18.05,Silt
559733,250,0.5,8.8,0.18,9,0.3,0.01,62,0.16,0.04,9.3,0.32,0.05,4.2,1,0.05,POINT (-6.883169397397829 54.857997868105585),3.22,97.14,Clay
559735,990,0.5,95.2,0.43,1510,0.87,0.03,94,1.91,0.03,21.8,0.25,0.9,140,143,0.07,POINT (-6.24543451607674 54.857400179119466),5.11,14.48,Silt
559736,670,0.5,78.5,0.2,388,0.82,0.05,94,1.41,0.02,13.1,0.32,2.4,93.5,93,0.07,POINT (-6.402468225502063 54.82638167412738),5.18,18.32,Silt
559737,780,0.5,96.6,0.46,611,0.7,0.04,80,1.04,0.03,26.7,0.32,3,83,72,0.1,POINT (-6.531277705121646 54.80970909414147),4.93,16.79,Silt
559738,1030,0.5,95,0.5,1440,0.92,0.04,92,1.63,0.03,14.6,0.31,2.1,88.7,58,0.06,POINT (-6.411555656634672 54.7859563771229),5.29,13.44,Silt
559739,660,1,10.4,0.76,36,0.2,0.02,29,0.08,0.03,69.9,0.37,3.1,3.9,2,0.27,POINT (-6.9134100387016515 54.8742085928913),3.16,94.52,Clay
559740,1430,0.5,101,0.65,706,1.25,0.15,89,1.52,0.12,20.6,0.31,1.4,113,77,0.15,POINT (-6.329172417622264 54.834764957235755),5.04,20.5,Silt
559741,1170,0.5,85.7,0.53,1560,0.68,0.07,114,1.62,0.03,21,0.37,1.4,151,120,0.11,POINT (-6.310654233445931 54.87900653568815),4.95,16.68,Silt
559742,1850,1,84.9,0.66,431,0.92,0.09,100,1.04,0.04,31,0.42,3.2,81.7,73,0.15,POINT (-6.392051756521382 54.85158778820634),4.86,37.35,Clay
559743,2090,0.5,79.9,0.57,1380,0.68,0.08,119,1.9,0.05,37.5,0.47,2.7,111,54,0.19,POINT (-6.300982725380208 54.86816263070613),4.99,20.22,Silt
559744,430,1,6.1,0.41,13,0.14,0.02,38,0.13,0.03,52.7,0.5,2.9,2.4,2,0.16,POINT (-6.87233238299876 54.88138899294691),2.93,96.11,Clay
559745,1190,3,39.3,1.01,1650,0.94,0.05,65,0.44,0.02,22.8,0.5,4.9,53.2,45,0.17,POINT (-6.55630714336158 54.84232397240936),4.77,45.77,Clay
559746,580,0.5,69.3,0.27,1040,0.74,0.04,72,1.34,0.03,13.5,0.26,1.3,95.5,107,0.07,POINT (-6.5885474456176345 54.84627866535074),5.44,13.03,Silt
559748,1480,2,86,0.86,1060,1.66,0.06,85,0.73,0.03,21.6,0.71,3.9,83.5,66,0.17,POINT (-6.575589644461362 54.85084372411787),5.58,45.7,Silt
559749,390,0.5,58.5,0.3,680,1.07,0.08,65,1.86,0.13,12.4,0.17,0.05,107,73,0.03,POINT (-6.27123116713217 54.830287877418286),4.99,24.98,Silt
559750,1020,0.5,79.3,0.38,255,0.68,0.06,78,0.8,0.02,14,0.38,2.6,77.9,104,0.12,POINT (-6.380764707939229 54.807236620847355),4.89,26.18,Clay
559751,1340,0.5,60.8,0.56,943,0.59,0.05,89,0.77,0.02,21.1,0.34,1.9,75,109,0.08,POINT (-6.29395351169363 54.79521200186214),5.11,15.61,Silt
559752,850,0.5,71,0.31,604,0.98,0.04,74,1.49,0.09,21.3,0.29,0.9,92.8,66,0.12,POINT (-6.375018659323417 54.85853014965295),4.65,16.09,Clay
559753,620,0.5,50,0.52,1470,0.6,0.04,79,0.89,0.03,17.5,0.23,0.8,80.5,105,0.07,POINT (-6.285115948953698 54.805625794344834),5.09,14.54,Silt
559754,810,0.5,40.2,0.81,1500,0.54,0.04,77,0.48,0.02,24.4,0.26,0.4,73.2,85,0.16,POINT (-6.209587231044244 54.79090544282455),5.67,14.54,Loam
559755,730,0.5,42.9,0.3,275,1,0.11,50,0.88,0.03,12.3,0.2,0.05,78.9,104,0.08,POINT (-6.3113833545667894 54.82244414175229),4.84,38.96,Clay
559756,1190,0.5,73.9,0.81,1370,0.44,0.06,120,1.27,0.03,46.4,0.37,3.7,111,99,0.12,POINT (-6.340892165068476 54.8586614863559),4.6,16.15,Clay
559757,1250,0.5,111,0.46,1410,0.63,0.07,96,1.52,0.03,19.1,0.38,3.2,89.3,60,0.11,POINT (-6.550165236040995 54.85081223419355),4.99,14.25,Silt
559758,1420,0.5,98.3,0.56,1850,0.42,0.07,142,1.18,0.03,18.3,0.34,1.3,99.4,102,0.08,POINT (-6.360745171073281 54.833785042161395),4.58,12.99,Clay
559759,1070,0.5,41.6,0.43,749,0.7,0.06,84,0.64,0.04,38.1,0.32,1.1,72.1,108,0.08,POINT (-6.345910498185558 54.82318924061497),5.25,15.39,Silt
559761,1150,0.5,67.7,0.35,296,0.84,0.08,90,0.95,0.02,19.3,0.38,1.2,82.9,81,0.09,POINT (-6.387424423739136 54.80013812944321),5.19,32.15,Silt
559762,840,0.5,50.6,0.57,679,0.46,0.07,60,0.92,0.02,11.3,0.24,1.5,72.1,67,0.07,POINT (-6.514968639967397 54.854860654287705),5.12,17.33,Silt
559763,1060,0.5,69.9,0.6,1140,0.68,0.05,96,1.19,0.04,16.7,0.33,2.3,117,147,0.07,POINT (-6.23353336620219 54.8293317008824),5.13,14.1,Silt
559764,1980,0.5,61,0.5,589,0.78,0.15,98,0.96,0.04,23.5,0.31,2.3,93.2,97,0.12,POINT (-6.405694696097485 54.862557399182236),5.48,18.25,Silt
559765,1210,0.5,63,0.39,763,0.68,0.07,80,0.79,0.03,15.5,0.45,1.4,84.4,96,0.11,POINT (-6.390481274210129 54.83472209503509),5.06,16.93,Silt
559767,780,0.5,31.4,0.33,281,1.52,0.05,42,0.62,0.03,11.4,0.32,0.2,39.6,26,0.05,POINT (-6.565079426968202 54.8591915439617),5.13,49.55,Silt
559768,1110,0.5,87.8,0.73,645,0.71,0.08,83,1.24,0.07,33.6,0.36,1.5,125,112,0.15,POINT (-6.254176034198981 54.818714669480194),4.77,19.15,Clay
559769,1120,0.5,63.1,0.44,865,0.55,0.06,96,0.93,0.02,13.9,0.41,1.7,97.6,108,0.07,POINT (-6.334136062170959 54.79738764066773),4.76,13.97,Clay
559770,1200,0.5,99.2,0.47,1490,0.58,0.06,117,1.41,0.02,16.5,0.36,1.5,114,95,0.07,POINT (-6.3458271116945495 54.80810389990091),5.09,13.71,Silt
559771,810,0.5,47.2,0.37,1350,0.86,0.06,85,1.17,0.05,20.9,0.3,0.7,103,135,0.07,POINT (-6.271365007590439 54.740088440812116),5.64,11.89,Loam
559772,960,0.5,89.7,0.61,1430,0.72,0.04,96,1.86,0.04,45.9,0.33,1.4,123,101,0.13,POINT (-6.265672338182503 54.84668546139522),4.96,13.09,Silt
559773,1420,0.5,98.2,0.68,990,0.62,0.1,108,1.5,0.05,28.9,0.31,2.1,133,105,0.14,POINT (-6.242164018379405 54.87601291074625),5.0,21.88,Silt
559774,1700,0.5,77,0.46,1420,0.72,0.08,111,1.35,0.02,19.2,0.36,1.8,99.8,87,0.08,POINT (-6.407910089000478 54.80632915239656),5.11,14.42,Silt
559775,1060,0.5,92.4,0.49,999,0.48,0.06,71,1.34,0.02,15.6,0.23,2.5,112,77,0.11,POINT (-6.526140865430593 54.823913042755656),4.86,14.12,Clay
559776,1030,0.5,81.4,0.37,1680,0.81,0.07,91,2.03,0.02,13.7,0.29,0.5,176,144,0.11,POINT (-6.342844654485376 54.8790188846294),5.06,10.8,Silt
559777,810,0.5,65.6,0.49,1360,0.75,0.04,93,1.08,0.02,16.4,0.36,1.5,95,100,0.07,POINT (-6.375518947465895 54.789512894097825),4.9,17.59,Clay
559778,1040,0.5,47.5,0.63,1190,0.73,0.04,94,0.89,0.04,34.4,0.31,1,86.7,119,0.11,POINT (-6.292104881684445 54.831293192457046),4.74,15.85,Clay
559779,380,2,7,0.37,19,0.16,0.02,34,0.11,0.03,32.5,0.31,2,5,3,0.1,POINT (-6.921812441281555 54.840731026021984),3.19,91.53,Clay
559780,1090,0.5,69.8,0.76,1190,0.64,0.04,109,1.19,0.03,28.2,0.38,2.9,109,124,0.13,POINT (-6.3021728285574055 54.84615038543636),5.0,14.84,Silt
559781,850,0.5,83,0.35,1340,0.74,0.04,113,1.28,0.02,17.3,0.36,1.5,104,85,0.07,POINT (-6.405015656098234 54.84188550567179),5.0,16.46,Silt
559782,1080,0.5,54.5,0.38,1120,0.64,0.06,96,1.07,0.02,16.3,0.31,1.6,89.7,97,0.07,POINT (-6.356549596098139 54.867696712142305),5.26,11.68,Silt
559783,740,0.5,58.7,0.4,988,0.4,0.08,77,1.03,0.02,23.4,0.27,2.9,67.9,59,0.09,POINT (-6.5359993412181785 54.79183451850799),4.82,10.83,Clay
559784,680,0.5,57.4,0.38,1010,0.35,0.05,66,1.05,0.02,24.7,0.24,2,78.3,70,0.05,POINT (-6.5324224631520185 54.86391288679037),4.66,12.41,Clay
559785,940,0.5,127,0.39,474,0.57,0.06,83,1.33,0.02,13.7,0.34,2.4,104,95,0.11,POINT (-6.56110767754347 54.825096320465526),4.7,17.43,Clay
559786,1130,0.5,86.5,0.37,1250,0.48,0.07,110,1.35,0.02,16.3,0.3,2.1,92.6,76,0.15,POINT (-6.386379248373637 54.870423660865214),4.73,13.28,Clay
559787,400,2,4.2,0.55,4640,0.04,0.07,12,0.06,0.01,32.4,0.19,6.5,3.2,12,0.18,POINT (-6.868674660206229 54.84566430956451),3.73,17.18,Clay
559788,1170,0.5,33,0.47,2160,0.73,0.1,82,0.69,0.03,20.4,0.48,3.1,69.3,96,0.09,POINT (-6.36284566817153 54.79650278043998),5.53,15.87,Silt
559789,1590,5,16.3,0.82,160,0.05,0.09,30,0.14,0.02,48.3,0.23,14.1,9.3,38,0.32,POINT (-6.857613077507133 54.836613294117534),3.88,50.5,Clay
559790,1110,0.5,62.5,0.45,1620,0.43,0.06,115,0.93,0.02,16.5,0.34,1.3,86.8,107,0.09,POINT (-6.353842517783723 54.81486110929568),5.1,12.72,Silt
559791,1430,0.5,88.6,0.69,1210,0.63,0.04,100,1.69,0.05,22.3,0.28,1.5,134,118,0.1,POINT (-6.247046920681985 54.84105435275509),4.7,13.07,Clay
559792,1170,0.5,56.9,0.56,1180,0.56,0.07,100,1.2,0.03,20.9,0.29,0.4,105,131,0.08,POINT (-6.308667109188687 54.8405182084274),4.73,20.06,Clay
559793,550,3,30.7,0.94,79,0.09,0.02,35,0.44,0.02,81.8,0.71,9.4,53.7,46,0.16,POINT (-6.845154646366424 54.861936230558584),3.81,65.67,Clay
559794,560,0.5,52.4,0.28,1150,0.89,0.08,69,1.58,0.08,13.4,0.16,0.3,108,89,0.05,POINT (-6.310808985191977 54.85556936982412),5.77,10.69,Loam
559795,380,0.5,29.6,0.13,253,0.77,0.06,41,0.79,0.03,8.1,0.13,0.2,64.3,107,0.05,POINT (-6.389394701390648 54.81628157447281),5.65,11.04,Loam
559797,510,0.5,68.1,0.6,1300,0.73,0.09,183,1.86,0.07,35.7,0.29,1,116,100,0.07,POINT (-6.268691504331128 54.86415773123239),4.75,12.66,Clay
559798,1530,0.5,89.2,0.73,1620,0.33,0.06,120,1.42,0.03,35.7,0.34,2.8,116,84,0.11,POINT (-6.283513491901569 54.87749391486975),4.37,19.59,Clay
559799,690,0.5,65.7,0.38,681,0.43,0.06,54,0.68,0.02,18,0.22,2.7,45.2,43,0.06,POINT (-6.518063818133854 54.8180111462128),5.19,10.34,Silt
