Sample,P,Se,Cu,Mo,Mn,Ca,K,Zn,Mg,Na,Pb,Cd,As,Ni,Cr,Hg,geometry,pH,%OM,Type
554562,774,0.5,30.4,0.39,270,0.09,0.1,33,0.33,0.01,19.2,0.19,5.3,16,23,0.08,POINT (-7.514987103035027 54.429834694454),4.33,11.01,Clay
554563,1580,0.5,15.8,1.1,338,6.7,0.06,124,0.19,0.02,696.1,0.49,5.2,12,6,0.96,POINT (-7.374954360164298 54.345895042294224),5.53,43.48,Silt
554564,858,0.5,14.4,0.21,162,0.39,0.15,42,0.58,0.02,21.1,0.16,3.9,28.8,30,0.07,POINT (-7.530875980592601 54.45653337550108),5.41,13.22,Silt
554565,307,0.5,3.4,0.18,8,0.26,0.02,20,0.18,0.03,19.7,0.16,1.2,2.2,0.5,0.07,POINT (-7.424785353823246 54.44530347241558),3.01,94.15,Clay
554567,687,0.5,19.2,0.29,147,0.25,0.08,42,0.56,0.02,26.3,0.21,4.4,22,31,0.08,POINT (-7.471858027609132 54.403574611403165),4.71,14.56,Clay
554568,279,0.5,5.6,0.24,315,0.02,0.14,18,0.21,0.005,27.6,0.04,2.7,10.3,15,0.09,POINT (-7.290661568871972 54.417010548394735),3.57,8.75,Clay
554569,609,0.5,7.4,0.21,98,0.25,0.07,43,0.16,0.01,23.5,0.26,3.3,10.6,15,0.05,POINT (-7.374821194315739 54.384020870232916),5.02,8.57,Silt
554570,361,0.5,12.1,0.41,197,0.11,0.09,26,0.43,0.02,18.7,0.15,2.6,12.5,27,0.07,POINT (-7.478638408184958 54.39104512019151),4.28,10.35,Clay
554571,238,0.5,1.9,0.14,25,0.09,0.06,5,0.03,0.005,10.2,0.08,0.7,0.9,2,0.04,POINT (-7.312675915149351 54.41962634000877),3.45,16.68,Clay
554572,672,0.5,10.8,0.4,280,0.2,0.09,44,0.49,0.02,23.6,0.16,4.4,22.8,28,0.07,POINT (-7.4741636249917915 54.435170654895664),4.57,12.34,Clay
554573,1350,0.5,27.8,0.54,202,0.37,0.11,90,0.51,0.01,54.4,0.28,4.7,30.8,28,0.16,POINT (-7.484090030726408 54.48523322876056),4.44,30.52,Clay
554574,689,0.5,17,0.35,92,0.18,0.07,32,0.38,0.02,23,0.17,2.3,12.4,25,0.08,POINT (-7.409034662686171 54.43442026947919),4.32,16.31,Clay
554575,1270,0.5,16.4,0.49,339,0.15,0.13,50,0.4,0.01,21.5,0.17,4.2,21.2,24,0.09,POINT (-7.5474934690135935 54.42890985600732),4.62,14.96,Clay
554576,808,0.5,15.8,0.49,180,0.27,0.17,49,0.61,0.02,22.3,0.11,5.2,33,37,0.06,POINT (-7.543636021126228 54.50002589588912),5.24,10.94,Silt
554577,735,0.5,17.2,0.26,253,0.34,0.19,66,0.92,0.02,19.9,0.12,6.6,46.4,39,0.05,POINT (-7.434911091675819 54.47113380707169),5.97,8.94,Loam
554578,680,0.5,19.1,0.35,40,0.1,0.04,20,0.07,0.005,20.1,0.26,4.2,6.6,10,0.08,POINT (-7.345103230198586 54.36839344346603),4.23,9.75,Clay
554579,1700,0.5,26.1,0.53,879,0.78,0.2,84,0.86,0.02,28.1,0.32,7.6,41.9,40,0.07,POINT (-7.545628726359351 54.46511503831446),5.52,11.46,Silt
554580,527,0.5,15.3,0.27,45,0.3,0.09,23,0.05,0.005,15.3,0.15,1.4,2.5,6,0.07,POINT (-7.380131310201732 54.41769174150554),4.32,23.61,Clay
554581,1010,0.5,15.4,0.31,203,0.27,0.13,46,0.44,0.01,18.6,0.24,5.3,21.5,26,0.07,POINT (-7.51775933837701 54.48106030179803),5.08,10.97,Silt
554582,1130,0.5,23.5,0.42,293,0.35,0.11,45,0.32,0.01,36.5,0.24,4.4,17.5,20,0.08,POINT (-7.49070096859789 54.448662831153584),5.21,12.11,Silt
554583,1230,1,18.8,0.4,279,0.73,0.15,51,0.54,0.01,22.9,0.39,7.1,40.1,38,0.12,POINT (-7.617883056418481 54.43652859933043),5.47,22.11,Silt
554584,976,1,20.8,0.55,197,0.36,0.08,44,0.28,0.01,23.9,0.29,3,15,23,0.11,POINT (-7.500823596902591 54.423767016194645),4.5,33.76,Clay
554585,676,0.5,11.5,0.27,132,0.33,0.08,28,0.31,0.01,15.6,0.17,3,13.7,22,0.08,POINT (-7.45502849771606 54.39072519950673),5.13,16.96,Silt
554586,856,0.5,15,0.26,290,0.29,0.15,47,0.7,0.02,21.7,0.22,7.3,36.4,37,0.08,POINT (-7.529614178719196 54.47243807860421),4.7,14.77,Clay
554587,626,0.5,15.8,0.27,188,0.29,0.13,39,0.89,0.01,19.6,0.15,3.5,33.1,32,0.05,POINT (-7.485646410782338 54.42885982090047),4.53,11.64,Clay
554588,1030,0.5,20.5,0.47,1030,0.18,0.19,73,0.91,0.02,22.8,0.14,7.2,46.6,36,0.07,POINT (-7.422116884490655 54.48043402027183),4.72,10.77,Clay
554589,792,0.5,31,0.33,258,0.27,0.13,36,0.41,0.02,18.6,0.2,3.2,17.1,28,0.07,POINT (-7.497604218991589 54.43631255268613),4.82,14.9,Clay
554590,740,0.5,14.3,0.44,913,0.11,0.2,74,0.88,0.01,27.2,0.08,6.3,41.8,44,0.06,POINT (-7.453056703929112 54.48446787796012),4.31,8.06,Clay
554591,2910,2,46.6,1.44,591,1.16,0.1,113,0.16,0.005,46.5,1.07,6.8,21,17,0.14,POINT (-7.363210853449337 54.33665230556647),5.87,28.87,Loam
554592,722,0.5,23.8,0.42,428,0.3,0.1,58,0.19,0.01,104.6,0.61,8.4,16.7,23,0.11,POINT (-7.372472457391615 54.40277539330659),4.68,11.72,Clay
554593,854,0.5,13.1,0.35,221,0.25,0.15,81,0.74,0.01,21.4,0.19,4.2,33.6,34,0.06,POINT (-7.565883038912378 54.473301541693445),4.76,13.01,Clay
554594,232,0.5,1.7,0.15,12,0.25,0.02,13,0.16,0.03,8.4,0.07,0.8,0.9,0.5,0.04,POINT (-7.39441075684548 54.40724448408838),0.0,96.86,Organic Soil
554595,686,0.5,13.4,0.44,330,0.26,0.13,51,0.69,0.02,21.3,0.22,9.5,32.9,34,0.07,POINT (-7.4428264157616795 54.4527724732321),4.85,12.33,Clay
554597,801,0.5,23.8,0.37,490,0.17,0.16,50,0.56,0.02,20.3,0.11,6.9,27.7,32,0.06,POINT (-7.4711741850666105 54.4769934974741),4.81,8.63,Clay
554598,1110,0.5,20.8,0.42,348,0.36,0.16,56,0.58,0.02,24.3,0.25,5.9,33.6,35,0.07,POINT (-7.465472918900247 54.49187187255412),5.0,16.12,Silt
554599,1260,0.5,45.2,0.45,609,0.21,0.14,65,0.46,0.02,23.1,0.19,5.6,23.4,30,0.07,POINT (-7.5562948595028 54.43571604415056),4.61,11.82,Clay
554600,1270,0.5,31.2,0.38,116,0.22,0.07,46,0.12,0.01,15.8,0.31,4.8,8.3,13,0.06,POINT (-7.377780224594512 54.366473203780195),4.96,10.81,Silt
554601,364,0.5,10.9,0.61,268,0.35,0.22,49,0.48,0.01,22,0.18,4.9,28,29,0.05,POINT (-7.3160348704097355 54.400159996994425),5.47,6.04,Silt
554602,959,0.5,24.1,0.4,475,0.35,0.16,65,0.65,0.02,21.6,0.18,6.3,35.4,38,0.06,POINT (-7.378412260710972 54.47322792718762),5.11,14.4,Silt
554603,2290,1,19.5,1.44,518,0.75,0.07,42,0.07,0.02,28.8,0.77,6.8,14.7,14,0.07,POINT (-7.241147158727154 54.337311610327674),5.15,12.89,Silt
554604,455,0.5,2.6,0.41,14,0.13,0.03,11,0.03,0.02,21.6,0.27,2.2,3.2,4,0.09,POINT (-7.129560932609546 54.36283562017403),2.93,52.36,Clay
554605,482,2,5.2,1.13,10,0.34,0.02,41,0.12,0.03,77.7,0.68,6.2,2.1,0.5,0.13,POINT (-7.131722269746758 54.3486208519274),3.23,96.09,Clay
554606,324,0.5,2.1,0.5,7,0.09,0.07,6,0.03,0.005,11,0.08,1.4,2,5,0.06,POINT (-7.17053514488108 54.37237752171966),3.61,25.13,Clay
554607,868,0.5,19,0.51,199,0.26,0.11,51,0.61,0.02,29.9,0.25,5,37.1,39,0.12,POINT (-7.263653486174353 54.501446989737396),4.59,17.8,Clay
554608,719,0.5,7.7,0.39,266,1.04,0.07,44,0.16,0.01,38.4,0.33,4.6,11.9,13,0.08,POINT (-7.17545612470092 54.38940846745335),6.4,9.66,Sand
554609,779,0.5,8.1,0.9,318,0.17,0.11,31,0.1,0.005,21.1,0.22,3.7,10,11,0.05,POINT (-7.064866178840948 54.417251596067594),4.59,9.74,Clay
554610,1140,0.5,36.6,1.27,364,0.18,0.09,33,0.06,0.005,22.5,0.28,6.6,8.2,12,0.06,POINT (-7.195697540620346 54.38159446849433),4.64,7.23,Clay
554611,1010,0.5,23.1,0.58,509,0.3,0.2,68,0.3,0.01,30.9,0.62,5.1,22.8,22,0.08,POINT (-7.3460343814827205 54.404656354055966),5.07,8.94,Silt
554612,377,0.5,5.4,0.28,12,0.03,0.05,6,0.03,0.005,15.7,0.11,1.9,3.4,6,0.07,POINT (-7.096767468986129 54.38295188926364),3.37,11.12,Clay
554613,788,0.5,20,0.25,110,0.09,0.11,52,0.33,0.02,19.4,0.11,4,17.7,24,0.12,POINT (-7.2970821923873 54.48463132528796),4.42,11.01,Clay
554614,655,0.5,13.4,0.28,308,0.34,0.19,53,0.74,0.02,21.5,0.1,8.1,42.6,38,0.06,POINT (-7.341088177458737 54.49025143543163),5.21,9.46,Silt
554615,522,1,8.9,0.69,17,0.38,0.02,56,0.12,0.03,61.2,0.73,3.7,2.4,0.5,0.2,POINT (-7.155866310342228 54.3478668790908),3.17,96.5,Clay
554616,993,0.5,43,0.58,80,0.21,0.08,22,0.06,0.005,25.7,0.23,5.6,6.2,12,0.1,POINT (-7.111604411904553 54.393644896311756),4.5,16.22,Clay
554617,503,1,6,0.73,11,0.32,0.02,29,0.12,0.02,43.3,0.27,2.7,1.8,0.5,0.09,POINT (-7.206243617598342 54.35748908527836),3.16,93.94,Clay
554618,1090,0.5,24.2,0.41,50,0.14,0.08,22,0.05,0.005,19.7,0.21,3.7,6,8,0.06,POINT (-7.080507258937026 54.390150897289786),4.31,11.84,Clay
554619,509,0.5,6.3,1.77,173,0.12,0.04,31,0.04,0.005,33.2,0.24,7.3,5.4,6,0.09,POINT (-7.16353390968399 54.363300515363946),3.31,48.67,Clay
554620,695,0.5,31.4,0.43,307,0.2,0.1,50,0.5,0.02,21.9,0.16,4.9,25.9,29,0.08,POINT (-7.265394561228397 54.46118445524471),4.79,11.03,Clay
554621,572,0.5,17.3,0.37,77,0.16,0.05,17,0.07,0.005,13.2,0.17,2.7,4.9,8,0.05,POINT (-7.2722282960202325 54.37325829112744),4.82,9.17,Clay
554622,1190,0.5,26.1,0.57,223,0.32,0.12,52,0.25,0.01,16.7,0.29,4.4,15.6,17,0.06,POINT (-7.314177701230368 54.36751191213148),5.57,9.27,Silt
554623,427,0.5,4.4,0.39,62,0.29,0.06,19,0.08,0.005,14.7,0.15,2.4,5.5,8,0.04,POINT (-7.241569478902416 54.37447992644751),5.18,8.67,Silt
554624,1040,0.5,27.1,0.56,348,0.44,0.14,94,0.86,0.03,84.2,0.24,7.5,49.6,41,0.28,POINT (-7.325841953522555 54.49963590544354),5.1,14.38,Silt
554625,428,0.5,8.5,0.89,867,0.82,0.09,43,0.11,0.005,23.5,0.18,4.6,13.7,10,0.07,POINT (-7.264471325985322 54.35700467376179),6.36,9.34,Sand
554626,1540,0.5,23.9,0.31,95,0.63,0.12,36,0.22,0.02,27.3,0.4,6,14,27,0.1,POINT (-7.250984207095686 54.43543885487383),4.9,25.87,Clay
554627,562,0.5,3,0.95,13,0.1,0.04,17,0.03,0.01,26.7,0.24,2.5,1.6,2,0.12,POINT (-7.141215392898783 54.371247094824696),3.07,58.27,Clay
554629,587,1,6.1,1.21,11,0.27,0.02,33,0.08,0.02,73,0.6,5.1,1.8,0.5,0.16,POINT (-7.151527458925065 54.35394542003985),3.15,96.13,Clay
554630,2230,2,31.4,1.15,272,0.52,0.11,66,0.14,0.01,38.4,0.83,7.4,17.4,31,0.21,POINT (-7.130517625940029 54.40054737552027),4.84,30.74,Clay
554631,1330,0.5,22,0.39,353,0.18,0.18,64,0.62,0.02,15.3,0.19,6.2,31.4,37,0.08,POINT (-7.333617577661255 54.48278113483147),4.5,9.57,Clay
554632,1050,1,51,1.46,1960,0.43,0.16,82,0.37,0.01,50.1,0.54,12.3,30.3,21,0.12,POINT (-7.165874691372224 54.400356669117926),4.93,10.02,Silt
554633,723,0.5,14.1,0.3,498,0.26,0.18,64,0.94,0.02,16.1,0.17,6.6,45.8,43,0.09,POINT (-7.345169203951466 54.475325125598694),5.32,8.6,Silt
554634,1380,0.5,37,1.16,637,0.28,0.14,69,0.25,0.01,24.5,0.43,7.3,19.7,19,0.14,POINT (-7.306386993299568 54.37059369144372),5.13,8.21,Silt
554635,596,2,6.7,1.29,10,0.49,0.02,29,0.11,0.03,58.9,0.53,5.5,2,0.5,0.2,POINT (-7.209850900351963 54.34024598832602),3.24,95.68,Clay
554636,646,1,4.9,1.71,10,0.24,0.03,24,0.09,0.03,41.9,0.5,5.7,1.9,0.5,0.15,POINT (-7.118898691833844 54.35499622257625),3.07,96.08,Clay
554638,1050,1,8,1,53,0.06,0.07,13,0.04,0.005,39,0.08,9.1,7.6,17,0.16,POINT (-7.255085837092732 54.351215477274316),3.5,25.33,Clay
554639,717,0.5,10.9,0.95,520,0.15,0.09,47,0.18,0.01,17.1,0.3,4.9,16.1,16,0.07,POINT (-7.328295633230922 54.37351155797189),4.44,8.97,Clay
554640,827,0.5,13.9,0.21,173,0.44,0.11,47,0.43,0.005,13.2,0.23,4.9,25.7,24,0.07,POINT (-7.100317322561159 54.41766470250919),5.87,8.35,Loam
554641,639,0.5,17.4,0.61,323,0.84,0.09,41,0.24,0.01,16.8,0.39,5,18.5,16,0.08,POINT (-7.283055732651038 54.38238762488774),6.34,10.77,Sand
554642,954,0.5,31.7,0.43,144,0.08,0.07,29,0.08,0.005,13.9,0.21,4.7,9.8,11,0.07,POINT (-7.079129902912624 54.40834153269281),4.16,7.21,Clay
554643,683,0.5,18.8,0.44,239,0.13,0.15,43,0.54,0.02,15.5,0.13,6.5,31,34,0.08,POINT (-7.391177041219892 54.48199789944688),4.39,9.23,Clay
554644,335,0.5,3,0.54,25,0.25,0.02,12,0.08,0.02,20.2,0.22,2.3,3.1,2,0.09,POINT (-7.233901824376237 54.35406540794617),3.24,77.59,Clay
554645,456,0.5,4.5,0.39,72,0.07,0.07,25,0.09,0.01,17.5,0.13,2.3,7.9,11,0.08,POINT (-7.041586732470826 54.418075235675204),3.57,8.4,Clay
554646,763,0.5,12.6,0.84,368,0.34,0.12,46,0.22,0.005,14.7,0.33,5.3,24.7,17,0.07,POINT (-7.282438413212504 54.366608633812795),4.99,10.03,Silt
554647,1460,1,28.2,0.7,228,3.66,0.07,75,0.11,0.005,18.8,0.52,5.2,11.4,13,0.11,POINT (-7.304487347288706 54.355544089866434),6.15,22.32,Loam
554648,1180,0.5,12.3,0.61,121,0.27,0.1,38,0.25,0.01,22.6,0.53,5.3,15.3,26,0.08,POINT (-7.307106482675806 54.39181719098556),4.19,18.87,Clay
554649,968,0.5,29,0.59,354,0.25,0.19,64,0.41,0.02,52.5,0.26,6.1,23,23,0.18,POINT (-7.166516349763116 54.41578611143825),4.56,11.23,Clay
554650,559,0.5,13.8,1.16,100,0.43,0.08,40,0.21,0.01,21.3,0.35,10.6,16.4,15,0.09,POINT (-7.192942367970891 54.41845412690617),4.91,14.33,Clay
554651,996,0.5,45.3,0.59,317,0.13,0.09,53,0.08,0.005,21.9,0.42,5.4,15.1,13,0.11,POINT (-7.150728936271614 54.38816794357783),3.98,21.11,Clay
554652,551,0.5,24.1,0.2,122,0.19,0.11,31,0.35,0.03,13.6,0.15,3.4,18.1,22,0.07,POINT (-7.282371582646682 54.49117467432473),4.86,8.35,Clay
554653,846,0.5,6.5,0.49,27,0.28,0.05,33,0.14,0.03,20.9,0.28,1.7,2.7,1,0.14,POINT (-7.266169315597661 54.44460550609749),3.17,91.12,Clay
554654,1200,0.5,23.3,1.27,655,0.25,0.09,70,0.2,0.01,36.1,0.41,6.7,17.1,20,0.08,POINT (-7.315624063271198 54.38229822501241),4.6,11.12,Clay
554655,667,0.5,7.7,0.33,92,0.26,0.14,20,0.24,0.02,11.3,0.13,2.5,12.9,15,0.07,POINT (-7.279585849747152 54.453903416057074),4.31,25.78,Clay
554656,760,0.5,11.7,0.24,166,0.23,0.14,38,0.59,0.02,14.4,0.16,4,29.6,32,0.06,POINT (-7.267823106287878 54.48407127597218),4.77,13.83,Clay
554657,774,0.5,16.3,1.42,757,0.44,0.15,31,0.12,0.005,26.7,0.25,8.9,12.3,22,0.09,POINT (-7.1648532547990165 54.38015419117808),5.33,11.39,Silt
554659,517,0.5,70.8,0.75,9,0.24,0.02,43,0.12,0.03,45.5,0.44,4.4,1.6,0.5,0.14,POINT (-7.219563964445808 54.344513621963664),3.09,96.68,Clay
554660,2060,0.5,44.4,0.73,874,1.43,0.31,117,0.59,0.02,65.9,0.49,10,38.9,29,0.31,POINT (-7.1733482193585685 54.40849340923576),5.82,15.5,Loam
554661,1270,0.5,33.5,0.39,974,0.23,0.14,68,0.47,0.02,22.1,0.33,5.2,26.2,25,0.09,POINT (-7.253728458795186 54.456558278956344),4.64,9.4,Clay
554662,1350,0.5,34.4,0.33,648,0.41,0.19,83,0.84,0.02,21.3,0.3,7.6,46,44,0.08,POINT (-7.359325584475612 54.481518771842445),5.51,11.24,Silt
554663,1040,0.5,27,1.34,1100,0.16,0.2,143,0.38,0.01,139.4,0.56,10.8,24,21,0.1,POINT (-7.203426455696551 54.41004317458518),4.42,9.54,Clay
554664,1120,0.5,14.8,0.4,151,0.19,0.06,41,0.1,0.01,13.5,0.3,3.7,9.6,15,0.06,POINT (-7.3281310283906524 54.33836653189491),4.62,8.89,Clay
554665,1180,0.5,29.3,1.28,890,0.24,0.17,71,0.24,0.01,26.7,0.4,9.4,21.9,19,0.11,POINT (-7.143428492880492 54.40904844273229),4.73,8.58,Clay
554666,556,0.5,7.5,0.16,99,0.7,0.15,25,0.31,0.02,8.2,0.08,2.1,16.3,20,0.04,POINT (-7.277066658049689 54.43413349447415),5.27,24.67,Silt
554667,1190,0.5,13.9,0.63,296,0.56,0.11,65,0.22,0.005,22.1,0.57,6.3,19.1,17,0.09,POINT (-7.2227245415694 54.38234652335568),5.39,13.34,Silt
554668,889,0.5,20.9,0.62,38,0.17,0.06,20,0.04,0.005,18.4,0.24,3,7.4,8,0.17,POINT (-7.2858350090139865 54.34819425085305),3.68,41.86,Clay
554669,526,0.5,18.5,0.63,787,0.39,0.09,42,0.09,0.005,21.3,0.3,6.3,17,15,0.06,POINT (-7.076445067770804 54.40171795073765),6.07,8.4,Loam
554670,355,0.5,6.4,0.38,72,0.1,0.07,14,0.1,0.01,10.2,0.18,2,6.4,11,0.07,POINT (-7.3273084002167845 54.35296043278058),4.07,13.11,Clay
554671,1080,0.5,11.7,1.04,475,0.23,0.09,34,0.09,0.005,14.7,0.18,3.4,9.4,10,0.05,POINT (-7.297646155321281 54.34093289679451),5.45,7.16,Silt
554672,263,0.5,2.2,0.26,28,0.07,0.02,10,0.04,0.01,15.7,0.13,1.2,2.2,3,0.06,POINT (-7.208475266666822 54.37101528089063),2.99,46.17,Clay
554673,105,0.5,1,0.025,2.5,0.03,0.02,2,0.005,0.005,2.4,0.03,0.6,0.8,3,0.02,POINT (-7.2674149862138036 54.33680023345876),3.08,17.59,Clay
554674,1340,0.5,28.6,0.85,920,0.18,0.19,85,0.79,0.03,29.8,0.16,7.5,41.4,37,0.09,POINT (-7.301423192816637 54.49878752167517),4.6,8.6,Clay
554675,344,0.5,14.5,0.45,124,0.08,0.07,31,0.09,0.005,14,0.17,3.2,10,11,0.08,POINT (-7.106287260040698 54.401700011647186),4.37,5.47,Clay
554676,398,0.5,8.9,0.71,154,0.15,0.14,31,0.19,0.01,15,0.2,3.8,11.8,16,0.07,POINT (-7.33108028102512 54.407592896380145),4.48,7.98,Clay
554678,437,0.5,3.6,0.95,1210,0.43,0.1,39,0.1,0.01,24.8,0.19,5.1,13.7,15,0.11,POINT (-7.226529267060658 54.36826655302011),5.02,13.24,Silt
554679,1520,0.5,42.7,0.49,184,0.16,0.1,57,0.18,0.01,18.1,0.42,5.6,11.4,15,0.07,POINT (-7.221225587080764 54.41516320165064),4.32,10.18,Clay
554681,767,0.5,11.3,0.64,185,0.17,0.08,32,0.07,0.005,19.1,0.31,4,11.1,10,0.09,POINT (-7.128741902301197 54.384804027124794),4.32,16.4,Clay
554682,811,0.5,13.4,0.34,61,0.2,0.06,20,0.04,0.005,11.4,0.17,2.4,4,7,0.05,POINT (-7.319922183426244 54.34389041614613),4.9,9.88,Clay
554683,846,0.5,17.8,0.35,392,0.27,0.11,48,0.66,0.02,17.6,0.2,3.7,30.7,40,0.09,POINT (-7.279515615085568 54.476325905345995),4.85,13.13,Clay
554684,928,0.5,38,0.39,279,0.46,0.13,67,0.62,0.02,22.8,0.22,5.5,34.2,31,0.09,POINT (-7.25362990556731 54.468748357426435),4.78,22.7,Clay
554685,1150,0.5,22.3,0.48,50,0.51,0.09,42,0.06,0.005,17.9,0.23,2.3,6.1,9,0.1,POINT (-7.255639960162995 54.36309536404736),5.17,21.7,Silt
554686,399,1,2.7,1.06,9,0.43,0.01,31,0.1,0.03,30.8,0.37,3.8,1.6,0.5,0.07,POINT (-7.143737104958328 54.34101658932882),3.31,96.62,Clay
554687,957,0.5,30.5,0.7,556,0.29,0.23,119,0.57,0.01,26.8,0.31,6.6,29.7,26,0.07,POINT (-7.13434074866284 54.41641315410597),4.71,11.25,Clay
554688,505,1,72.9,0.87,9,0.28,0.03,31,0.12,0.03,129,0.51,5.5,1.9,0.5,0.12,POINT (-7.1959644824753575 54.361643381524104),3.17,96.23,Clay
554689,558,0.5,25.8,0.32,233,0.07,0.12,44,0.54,0.02,18.3,0.13,5.3,27.2,33,0.06,POINT (-7.257570706454431 54.49300121534381),4.33,8.77,Clay
554690,980,0.5,38.2,0.9,530,0.17,0.11,55,0.25,0.02,40.5,0.25,5.6,13.5,16,0.08,POINT (-7.189142108286853 54.40183580942753),4.67,8.15,Clay
554691,1480,1,24.2,0.63,318,1.22,0.1,73,0.28,0.01,28.2,0.7,5.9,21.1,21,0.1,POINT (-7.22385234662149 54.39842559199703),5.62,26.09,Loam
554692,1530,0.5,27.1,0.32,199,0.44,0.14,49,0.37,0.01,22.7,0.3,4.5,21.2,28,0.08,POINT (-7.244015011623284 54.42642978332469),5.26,16.27,Silt
554693,357,0.5,9.6,0.42,9,0.06,0.06,10,0.03,0.005,22.8,0.15,2.5,2.3,5,0.06,POINT (-7.198575627038881 54.34920927281006),3.31,24.49,Clay
554694,869,0.5,52.5,0.81,571,0.15,0.07,33,0.06,0.005,16.6,0.21,6.5,10.9,10,0.1,POINT (-7.119467026657203 54.37300390377348),4.25,7.45,Clay
554695,829,0.5,26.3,1.45,849,0.33,0.22,91,0.39,0.01,25.1,0.4,7.7,27.7,24,0.06,POINT (-7.214208293479753 54.39147270951354),5.01,8.12,Silt
554696,946,0.5,24.9,0.55,115,0.24,0.12,47,0.22,0.01,20.7,0.25,4.3,13.7,18,0.06,POINT (-7.325181173894379 54.393581574880095),4.83,12.34,Clay
554697,968,0.5,20.4,0.32,290,0.37,0.19,48,0.72,0.02,11,0.14,4.5,43.3,40,0.06,POINT (-7.272331504589433 54.43002650326203),5.0,18.72,Silt
554698,523,0.5,11.8,0.71,533,0.03,0.18,52,0.68,0.02,25.3,0.07,6.9,32.8,36,0.09,POINT (-7.310473703834486 54.492021044945965),3.68,10.06,Clay
554699,929,0.5,29.2,0.33,315,0.17,0.12,43,0.25,0.01,38.5,0.28,4.6,12.6,15,0.18,POINT (-7.116778948890684 54.40932357175016),4.6,7.47,Clay
554700,591,1,13.9,0.77,20,0.39,0.03,67,0.17,0.03,64.3,0.76,5.3,2.1,0.5,0.21,POINT (-7.170639403814921 54.353467420255086),3.17,96.48,Clay
554701,784,0.5,21.9,0.23,190,0.23,0.13,42,0.6,0.02,20.5,0.2,4.4,32.1,33,0.06,POINT (-7.300433531429003 54.44468307526516),4.53,13.14,Clay
554702,1160,0.5,89.8,0.55,724,0.2,0.15,58,0.31,0.01,22.4,0.27,6.4,15.6,17,0.07,POINT (-7.099130940379972 54.45488434545786),4.83,7.57,Clay
554703,2020,0.5,21.9,0.7,415,1.22,0.12,67,0.28,0.01,22.5,0.64,5.9,15.5,18,0.09,POINT (-7.080983430895017 54.445952594553376),5.33,28.59,Silt
554704,4280,0.5,24.7,0.34,379,1.46,0.13,119,0.46,0.02,20.1,0.37,3.6,25.3,32,0.08,POINT (-7.160292552522243 54.49112467949671),6.0,26.3,Loam
554705,1220,0.5,31.6,0.79,726,0.31,0.21,59,0.66,0.02,17.7,0.2,7.5,35.5,46,0.08,POINT (-7.375448096012706 54.48958947846655),5.43,8.96,Silt
554706,896,0.5,23.2,0.21,256,0.57,0.2,58,0.83,0.02,17,0.22,5.4,39.3,39,0.06,POINT (-7.281180202940269 54.5282693251431),5.71,10.43,Loam
554707,526,0.5,11.9,0.44,143,0.36,0.11,28,0.23,0.01,23.9,0.18,4.6,14.1,15,0.06,POINT (-7.126769157509532 54.43419128036573),4.98,12.79,Silt
554708,891,0.5,23.2,0.37,180,0.32,0.11,30,0.2,0.005,18.3,0.19,4.6,11.6,15,0.07,POINT (-7.083517968329487 54.42495892628524),5.45,6.32,Silt
554709,811,0.5,27.7,0.35,241,0.17,0.14,50,0.37,0.01,22.5,0.16,5.3,19.5,20,0.07,POINT (-7.148774519311653 54.44388006613008),4.8,7.57,Clay
554710,1390,0.5,50.6,0.46,736,0.28,0.17,66,0.69,0.02,22.6,0.22,6,28.8,37,0.12,POINT (-7.357412213170576 54.46678469236326),4.59,14.0,Clay
554711,1060,0.5,10,0.21,203,0.51,0.15,41,0.58,0.02,16.4,0.14,4.7,30.8,35,0.06,POINT (-7.403640861493341 54.47048040167307),5.47,14.65,Silt
554712,405,0.5,19,0.21,257,0.35,0.18,31,0.49,0.01,15,0.07,3.1,27.1,22,0.05,POINT (-7.109620312668524 54.48305400090462),4.69,12.28,Clay
554713,1130,1,5.4,0.79,1490,0.46,0.08,27,0.13,0.02,51,0.32,11.7,5.2,7,0.21,POINT (-7.340024615555157 54.43558101430448),3.62,55.28,Clay
554714,970,0.5,18.8,0.2,104,0.23,0.14,34,0.49,0.02,15.7,0.16,3,17.6,28,0.09,POINT (-7.404369228240952 54.45326268554689),4.46,15.16,Clay
554715,1110,1,8.5,0.45,181,0.17,0.09,26,0.36,0.02,45.1,0.22,15.6,27.2,36,0.16,POINT (-7.162260622082187 54.47336879223544),4.01,29.6,Clay
554716,1090,0.5,11.5,0.28,174,0.3,0.11,51,0.51,0.02,21.6,0.18,4.3,29.7,32,0.08,POINT (-7.187663497543542 54.52637451087244),4.88,15.73,Clay
554717,1210,0.5,28.4,0.52,247,0.34,0.13,50,0.43,0.02,18.9,0.2,5.3,24.7,29,0.09,POINT (-7.23658647251633 54.516802532905736),5.04,13.47,Silt
554718,1140,0.5,20.3,0.48,721,0.46,0.16,82,1.07,0.02,23.9,0.33,10,56,46,0.07,POINT (-7.292538871374811 54.5350559361696),5.03,11.41,Silt
554719,1600,0.5,28.3,0.36,182,0.36,0.11,41,0.27,0.01,23.4,0.3,5.1,15.5,20,0.07,POINT (-7.126231616057516 54.46956506368923),4.87,17.95,Clay
554720,302,0.5,2.6,0.18,13,0.06,0.07,10,0.07,0.01,22.8,0.12,1,1.9,3,0.07,POINT (-7.341451410127524 54.455181879102376),3.16,27.02,Clay
